Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
linear/read/Cache-1024,3.9117361587232035e-4,3.8780991278434255e-4,3.956725380441134e-4,1.3073364747876522e-5,1.0011806484599961e-5,1.8781243803351665e-5
linear/read/ArrayMapB,1.2264467621991073e-4,1.2143863285893515e-4,1.245208045758895e-4,4.976819542433023e-6,3.00083866127831e-6,9.838448649997348e-6
linear/read/ArrayMapU,2.348824387332487e-5,2.3260370964017192e-5,2.3761787510333063e-5,8.357782126499004e-7,7.090496570172755e-7,1.0222484943218538e-6
linear/read/ChunkStoreB,2.181281366705371e-4,2.1733597137506375e-4,2.191118523033958e-4,2.910955562767057e-6,2.327322813860705e-6,4.198855290040154e-6
linear/read/ChunkStoreU,2.4654412833253635e-4,2.4565943180266346e-4,2.47692683638385e-4,3.3642344694952884e-6,2.6498859384523836e-6,4.266086480014039e-6
linear/read/SparseStoreB,1.2742132087011996e-4,1.2686446561074196e-4,1.2811407726084486e-4,2.0912465651980022e-6,1.528071501793587e-6,3.046263065974236e-6
linear/read/SparseStoreU,3.774395860906518e-5,3.76189838935697e-5,3.793062140788016e-5,4.906862130217369e-7,3.692057281595879e-7,6.703425493953285e-7
chunked/write/Map,2.3257218844623435e-4,2.3122700108445628e-4,2.3469504667367593e-4,5.3728411343329966e-6,3.8239543728365494e-6,7.618669841251124e-6
chunked/write/Cache-16384,1.660319402752067e-4,1.6519912711859914e-4,1.6715183314236978e-4,3.361616894564636e-6,2.402443252297547e-6,4.726966140552247e-6
chunked/write/Cache-1024,2.4817217959229075e-4,2.472167729526988e-4,2.494761928396495e-4,3.7041928427674306e-6,3.005511156989986e-6,4.992143074909767e-6
chunked/write/ArrayMapB,1.570800474526844e-4,1.566153082478359e-4,1.579526597196565e-4,2.111214354650384e-6,1.3969374458725959e-6,3.472231098037241e-6
chunked/write/ArrayMapU,7.217765104154696e-5,7.194460076937027e-5,7.251795504112185e-5,9.88628540209255e-7,7.051471399250442e-7,1.5621421779158383e-6
chunked/write/ChunkStoreB,8.431727111269187e-5,8.392482451014503e-5,8.486487640201389e-5,1.5371157123432117e-6,1.1879043837224194e-6,2.144187550417465e-6
chunked/write/ChunkStoreU,7.643718388956398e-5,7.615213804767001e-5,7.678273656238857e-5,1.0092133833473692e-6,7.030972795464216e-7,1.4283921979632534e-6
chunked/write/SparseStoreB,1.074760909247663e-4,1.0703249415790007e-4,1.0819042924050007e-4,1.851247099750774e-6,1.3005800345867963e-6,3.015330894139376e-6
chunked/write/SparseStoreU,1.207458325053172e-4,1.2023558510206724e-4,1.2147700298592682e-4,2.0319950096620505e-6,1.3970304523790088e-6,2.899554818613433e-6
chunked/read/Map,3.8679958489142073e-4,3.849203766991171e-4,3.9040029337405465e-4,8.431909573591805e-6,5.000665745502863e-6,1.363045365639397e-5
chunked/read/Cache-16384,2.6242651623408576e-4,2.592892613219317e-4,2.6599417779965074e-4,1.1404543420007353e-5,9.814549040452996e-6,1.4576371761206042e-5
chunked/read/Cache-1024,4.14738558212825e-4,4.0912200412607203e-4,4.2307969436877394e-4,2.2067916047636262e-5,1.889621798450371e-5,2.70305469212517e-5
chunked/read/ArrayMapB,1.2177865731592674e-4,1.210445191719519e-4,1.226247458913532e-4,2.606591645172196e-6,2.076502735861784e-6,3.7453732272187786e-6
chunked/read/ArrayMapU,2.4895365430393354e-5,2.4691741774943035e-5,2.5086481429753115e-5,6.798682955358647e-7,5.753387131376127e-7,8.65324787624921e-7
chunked/read/ChunkStoreB,2.2167745871000196e-4,2.1928057757286088e-4,2.2487878656289565e-4,8.861113394496653e-6,6.543415013887808e-6,1.4009045905042089e-5
chunked/read/ChunkStoreU,2.496938922182958e-4,2.481219046394665e-4,2.5167209441486285e-4,5.7362634359905644e-6,4.447680219169137e-6,7.569138486250816e-6
chunked/read/SparseStoreB,1.3260392298418872e-4,1.3131927149068705e-4,1.3399149209061714e-4,4.544352153883547e-6,3.6324961915980466e-6,5.999629602934886e-6
chunked/read/SparseStoreU,3.788766447853545e-5,3.770349918363079e-5,3.8159372918466674e-5,7.236693408647674e-7,5.187406251303581e-7,1.0114258931895469e-6
random/write/Map,1.0511752774429982e-3,1.0353655529542784e-3,1.069208141515438e-3,5.6606471101885576e-5,4.52510328807476e-5,8.088733892533283e-5
random/write/Cache-16384,5.5762517459540846e-5,5.55102155503564e-5,5.621527397836326e-5,1.0605471663185672e-6,8.756889281875831e-7,1.3395042672795759e-6
random/write/Cache-1024,8.986657005864703e-4,8.94484601839029e-4,9.057112520371179e-4,1.7451604677996266e-5,1.3368660658251675e-5,2.7766005134731407e-5
random/write/ArrayMapB,6.900631471103564e-5,6.876180652864712e-5,6.931213943651068e-5,9.082384370169251e-7,7.468496295624965e-7,1.1158236609459414e-6
random/write/ArrayMapU,6.47803061809721e-5,6.455929367346997e-5,6.51157273291826e-5,9.252904296550236e-7,5.723325331744587e-7,1.4852968136883726e-6
random/write/ChunkStoreB,1.534811043344725e-4,1.5279323402355994e-4,1.547042757481778e-4,3.0228152816401743e-6,1.7666017321031952e-6,5.384074317468708e-6
random/write/ChunkStoreU,1.422269711684731e-4,1.4178972765458575e-4,1.4285244184996987e-4,1.7680217730232527e-6,1.2958013079523983e-6,2.382202850998536e-6
random/write/SparseStoreB,1.0012809946157777e-4,9.932855191718002e-5,1.0116668720082709e-4,3.0531497386948e-6,2.367508488182019e-6,4.042255138840663e-6
random/write/SparseStoreU,1.1042467921876742e-4,1.0969943294597026e-4,1.112767237383737e-4,2.56873640082361e-6,2.043854722361451e-6,3.0252710419261263e-6
random/read/Map,6.380369464885762e-4,6.357142600524084e-4,6.406596513371166e-4,8.403055720246695e-6,6.778682017569333e-6,1.0209516606462368e-5
random/read/Cache-16384,1.3492947892299634e-4,1.3443028912088936e-4,1.3575540588871453e-4,2.0989210808174962e-6,1.368380474829095e-6,3.506208159611086e-6
random/read/Cache-1024,6.821064771974527e-4,6.749570997128246e-4,6.916158267564031e-4,2.7114942610696872e-5,2.123423169282994e-5,3.652858841270109e-5
random/read/ArrayMapB,1.2739488526348239e-4,1.267686574826813e-4,1.2808176467149246e-4,2.2062197921222107e-6,1.9122390317762916e-6,2.5891832743631923e-6
random/read/ArrayMapU,2.8979942775120512e-5,2.8657966662846154e-5,2.9408508963799017e-5,1.255291621283215e-6,9.040557544297412e-7,1.92110367386833e-6
random/read/ChunkStoreB,2.2589186362981372e-4,2.2511863527294076e-4,2.2684316341928574e-4,2.889936883500565e-6,2.2012225174148086e-6,3.572383053477202e-6
random/read/ChunkStoreU,2.5383155886792144e-4,2.530426907196345e-4,2.5518373296288784e-4,3.383267367202647e-6,2.5197421591302727e-6,4.720006206648914e-6
random/read/SparseStoreB,1.2932067825980906e-4,1.2892897070392365e-4,1.2996980111289313e-4,1.6606896131930127e-6,1.2000572457993132e-6,2.294856588798254e-6
random/read/SparseStoreU,3.860987432817237e-5,3.848213365051031e-5,3.879821147863004e-5,5.10907878988343e-7,3.515829385005481e-7,8.515216541935213e-7
large/linear/write/ArrayMapB-32B,8.403910215129416e-5,8.367432199535753e-5,8.470980823353666e-5,1.5708315721416515e-6,1.1272051234563373e-6,2.4072735079209005e-6
large/linear/write/ArrayMapU-32B,9.466312881378807e-5,9.419237473846039e-5,9.525374559160875e-5,1.7572353880887764e-6,1.4303502638180602e-6,2.2777855324550905e-6
large/linear/write/SparseStoreB-32B,1.1984085732994206e-4,1.1846229106100332e-4,1.2150834318694706e-4,5.029001578624346e-6,3.954579696234722e-6,6.735491439530852e-6
large/linear/write/SparseStoreU-32B,1.3907429860577847e-4,1.3833730246157829e-4,1.398930110909415e-4,2.8091138898405775e-6,2.248430250541025e-6,3.6021958582342732e-6
large/linear/write/ArrayMapB-64B,1.0092114511195021e-4,1.0006641885234522e-4,1.0195675696525217e-4,3.1992262130918636e-6,2.6205395817250065e-6,3.8568543321129055e-6
large/linear/write/ArrayMapU-64B,1.2027297348961016e-4,1.1987269292248565e-4,1.2066906609726719e-4,1.329098163743459e-6,1.1239963386144038e-6,1.6313727066181842e-6
large/linear/write/SparseStoreB-64B,1.468604241911167e-4,1.4568506689040212e-4,1.4844154771858725e-4,4.680434999592138e-6,3.617568948232178e-6,6.31075251417506e-6
large/linear/write/SparseStoreU-64B,1.668866701518682e-4,1.6579916711830195e-4,1.6822781788429858e-4,4.0850169896043245e-6,3.3073916111757983e-6,5.7388445041367345e-6
large/linear/read/ArrayMapB-32B,1.3825487359878504e-4,1.3696116403473044e-4,1.3963960435373464e-4,4.366775247219433e-6,3.731170310207363e-6,5.475986337450011e-6
large/linear/read/ArrayMapU-32B,1.3285568058601848e-4,1.3177078425226176e-4,1.3384456354372643e-4,3.3448200629081365e-6,2.6929031824990316e-6,4.430109386983172e-6
large/linear/read/SparseStoreB-32B,1.43425653502946e-4,1.425741999682025e-4,1.4462783709885257e-4,3.4139036544705873e-6,2.6285907691062056e-6,4.182989218759342e-6
large/linear/read/SparseStoreU-32B,1.4381343255023802e-4,1.4315051472442146e-4,1.4475268502995385e-4,2.7266365302009078e-6,2.2550528761828854e-6,3.820405270623511e-6
large/linear/read/ArrayMapB-64B,1.3710994016843432e-4,1.3618281123093523e-4,1.3834752749574027e-4,3.36282436825955e-6,2.5990364544224004e-6,4.349045813393207e-6
large/linear/read/ArrayMapU-64B,1.3148167838512718e-4,1.303782125637264e-4,1.326252500264555e-4,3.690602566555577e-6,3.168392966479432e-6,4.397069354259703e-6
large/linear/read/SparseStoreB-64B,1.4564167220030633e-4,1.4458923389363448e-4,1.468905479705653e-4,4.0769610171238765e-6,3.3059977649448175e-6,5.0610350223449225e-6
large/linear/read/SparseStoreU-64B,1.396408377437917e-4,1.3874806582314818e-4,1.4065648242715892e-4,3.231246535352233e-6,2.3859472754553983e-6,4.58717813486857e-6
large/chunked/write/ArrayMapB-32B,1.9684587872222055e-4,1.9571247927365604e-4,1.9853310158096435e-4,4.6669082292577405e-6,3.135564362881047e-6,7.21154294225996e-6
large/chunked/write/ArrayMapU-32B,1.6647651285981864e-4,1.6578649765054243e-4,1.6737024903708766e-4,2.759494452208748e-6,2.2947187755630455e-6,3.4923855548509303e-6
large/chunked/write/SparseStoreB-32B,1.1888769856318652e-4,1.1806944734997397e-4,1.1972817288792651e-4,2.8607460612403732e-6,2.30146985729398e-6,3.73455272965531e-6
large/chunked/write/SparseStoreU-32B,1.522074195211767e-4,1.511597980992973e-4,1.5333835689172512e-4,3.646868652294698e-6,3.131270100475206e-6,4.285095703893677e-6
large/chunked/write/ArrayMapB-64B,2.2783837399076979e-4,2.2605125861158463e-4,2.2990085632073416e-4,6.3708397576622774e-6,5.350441219960081e-6,7.824436830357116e-6
large/chunked/write/ArrayMapU-64B,9.141527243137531e-4,9.061440078037703e-4,9.260700517668141e-4,3.2059391421989885e-5,2.4246417311740612e-5,4.351265691023032e-5
large/chunked/write/SparseStoreB-64B,1.1991227166977599e-4,1.1854318929413932e-4,1.2409530786007417e-4,7.111367194250935e-6,2.878591577411206e-6,1.4064530098376215e-5
large/chunked/write/SparseStoreU-64B,1.7872699520374194e-4,1.77404859479617e-4,1.8019563032924983e-4,4.8092000442224395e-6,4.105817716301403e-6,5.744137081761807e-6
large/chunked/read/ArrayMapB-32B,1.3307793410041865e-4,1.3250182350444707e-4,1.3382461343961757e-4,2.109443635250816e-6,1.6487580541826238e-6,2.828213976724549e-6
large/chunked/read/ArrayMapU-32B,1.2947197245209775e-4,1.2837385776269457e-4,1.3049013995700611e-4,3.518119856805822e-6,3.0041662368757875e-6,4.424111270107604e-6
large/chunked/read/SparseStoreB-32B,1.3971820948275094e-4,1.3907425092936313e-4,1.40406367411745e-4,2.1761796941127374e-6,1.73916711310615e-6,2.9337165758146226e-6
large/chunked/read/SparseStoreU-32B,1.4076896640929638e-4,1.3989590357872398e-4,1.4162658435936754e-4,2.775497909465337e-6,2.1856962831512384e-6,3.5733310237551393e-6
large/chunked/read/ArrayMapB-64B,1.340926763277572e-4,1.3343125104565463e-4,1.3523753448797235e-4,2.969384216181052e-6,1.9371232517718454e-6,4.832913139284822e-6
large/chunked/read/ArrayMapU-64B,1.321999263816758e-4,1.312235524141279e-4,1.3308163169845855e-4,3.155106762723103e-6,2.7016616284861283e-6,3.88301842807049e-6
large/chunked/read/SparseStoreB-64B,1.4506571670981657e-4,1.4425899932697965e-4,1.460670590782087e-4,3.0808782158441135e-6,2.5312954452443077e-6,4.302078150467351e-6
large/chunked/read/SparseStoreU-64B,1.4018375712639684e-4,1.3894629853680127e-4,1.4168566364296795e-4,4.3949636140650485e-6,3.4975072808577764e-6,6.19318327053098e-6
large/random/write/ArrayMapB-32B,9.410996626720881e-5,9.362559156002754e-5,9.457832629534413e-5,1.6313063559438435e-6,1.387900214170157e-6,1.9463224526441758e-6
large/random/write/ArrayMapU-32B,9.678326875024783e-5,9.619840638412065e-5,9.849193143434456e-5,2.9836900337213126e-6,1.2573455841584612e-6,5.9310232186102955e-6
large/random/write/SparseStoreB-32B,1.2070474428515998e-4,1.1870151245778212e-4,1.2331269005804368e-4,7.95700250067966e-6,6.364959097315845e-6,9.653025782367082e-6
large/random/write/SparseStoreU-32B,1.426782172828558e-4,1.4181385243701016e-4,1.4359998885721392e-4,3.263005873273264e-6,2.786953667512819e-6,3.890890484338755e-6
large/random/write/ArrayMapB-64B,1.1073647645626091e-4,1.093608623345221e-4,1.1285988278811874e-4,5.540775941374648e-6,4.041662882038462e-6,7.825582687050371e-6
large/random/write/ArrayMapU-64B,1.189053276195315e-4,1.1802046983152934e-4,1.198250315718016e-4,3.110843473710953e-6,2.7249124716033996e-6,3.5435196866289665e-6
large/random/write/SparseStoreB-64B,1.4006245579102552e-4,1.393306342876987e-4,1.40939885736464e-4,2.6571939021882334e-6,2.1912968655385847e-6,3.3859271977545204e-6
large/random/write/SparseStoreU-64B,1.6114233232554279e-4,1.607704400655735e-4,1.6164912937839137e-4,1.46396624241155e-6,1.0640386822348041e-6,1.93954791905274e-6
large/random/read/ArrayMapB-32B,1.4249121543806833e-4,1.4171608516470304e-4,1.4399580374989472e-4,3.7553546937516972e-6,2.2108671745900017e-6,6.652211732544561e-6
large/random/read/ArrayMapU-32B,1.314459586956697e-4,1.3065976236072767e-4,1.3234528748946054e-4,2.689936047721179e-6,2.0878416536830287e-6,3.740202447180898e-6
large/random/read/SparseStoreB-32B,1.4239591115786763e-4,1.4191642199203432e-4,1.4317001957293114e-4,2.014686786271765e-6,1.46820626558428e-6,3.1035466888048994e-6
large/random/read/SparseStoreU-32B,1.4171713861477108e-4,1.411691082834081e-4,1.4242254386254583e-4,2.1558408055176577e-6,1.6133375546753865e-6,2.944077314181837e-6
large/random/read/ArrayMapB-64B,1.5545236754304248e-4,1.5450866889724297e-4,1.571421392661885e-4,3.910204142533986e-6,2.876045355797042e-6,6.196659074157189e-6
large/random/read/ArrayMapU-64B,1.2972352238883552e-4,1.2881803321965026e-4,1.3086673790992987e-4,3.575341014819685e-6,3.0927968337785106e-6,4.323717577438379e-6
large/random/read/SparseStoreB-64B,1.4823293964172902e-4,1.4665654135973335e-4,1.4996654412464505e-4,5.226269512825208e-6,4.447873273006128e-6,6.130613855282412e-6
large/random/read/SparseStoreU-64B,1.4603258868496838e-4,1.445107183818074e-4,1.474701659049552e-4,5.023574904224807e-6,4.4739280569528305e-6,5.90397998379126e-6
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
linear/write/Map,2.3638244862025248e-4,2.3542426816062522e-4,2.374152802682782e-4,3.4213145146717527e-6,2.908893014636239e-6,4.476769415615353e-6
linear/write/Cache-16384,4.063174984749728e-5,4.042418583893872e-5,4.0853738689278565e-5,7.178665542213858e-7,6.060251564055924e-7,8.874242881511868e-7
linear/write/Cache-1024,2.3910820831273374e-4,2.3799185171788926e-4,2.4048729362508389e-4,4.042611088471252e-6,3.369976391384063e-6,5.085407854679522e-6
linear/write/ArrayMapB,7.149932836337546e-5,7.136903395282178e-5,7.171453523237918e-5,5.339799243644216e-7,4.036688349529209e-7,8.379440191579529e-7
linear/write/ArrayMapU,6.815315028890522e-5,6.789158679787401e-5,6.851281242466564e-5,1.0184526400751098e-6,8.028204201567118e-7,1.4066993796566777e-6
linear/write/ChunkStoreB,8.765390157769948e-5,8.741282815390421e-5,8.794678744771576e-5,8.670839767385652e-7,7.039854597960796e-7,1.0806219387026905e-6
linear/write/ChunkStoreU,7.898458267585852e-5,7.861936603908596e-5,7.943483678399646e-5,1.4016942576301636e-6,1.1293415467666138e-6,1.782560579698518e-6
linear/write/SparseStoreB,1.0034023679029773e-4,1.0010690220766644e-4,1.0075688223074074e-4,9.867837508445403e-7,7.157851534266947e-7,1.6150699803969262e-6
linear/write/SparseStoreU,1.1348886282255194e-4,1.1308593130559513e-4,1.1407013932032494e-4,1.6084536810277197e-6,1.2914328411802927e-6,2.0106835673273226e-6
linear/read/Map,4.076717906600216e-4,4.053914107423179e-4,4.105477547310481e-4,8.758318367076049e-6,6.8951582860846425e-6,1.227542937052574e-5
linear/read/Cache-16384,1.2717879984588785e-4,1.2667657890708838e-4,1.2759666728169014e-4,1.5505941238491378e-6,1.1266796202881322e-6,2.40579701535496e-6
linear/read/Cache-1024,3.9705463111708506e-4,3.95207252203468e-4,3.99296737948059e-4,6.746232366498269e-6,5.716090035780195e-6,8.188149254447767e-6
linear/read/ArrayMapB,1.235131479443332e-4,1.2326599460835375e-4,1.2394169629376995e-4,1.0842432386106433e-6,6.564424664667244e-7,1.8400384347539976e-6
linear/read/ArrayMapU,2.365126400512257e-5,2.355672123996009e-5,2.3789767158641302e-5,3.8766399777096236e-7,3.2411538893034294e-7,4.849674799401936e-7
linear/read/ChunkStoreB,2.2505853047913242e-4,2.2465342720728943e-4,2.2541366742599426e-4,1.338411774220411e-6,1.0778793912270008e-6,1.7819271021897308e-6
linear/read/ChunkStoreU,2.499183911255125e-4,2.483046617444594e-4,2.5182112112265645e-4,5.8242094624126e-6,4.780515332396488e-6,6.986661628299463e-6
linear/read/SparseStoreB,1.3198371236950926e-4,1.3133226236063846e-4,1.328042678430321e-4,2.5026166716804186e-6,2.0346712927710247e-6,3.292647002890848e-6
linear/read/SparseStoreU,3.964554168473687e-5,3.945338452722006e-5,3.9912890490540966e-5,7.684581133324505e-7,5.923108591942002e-7,9.993703786746768e-7
chunked/write/Map,2.398867768972101e-4,2.3893418679793338e-4,2.407731577974393e-4,3.1333179029560377e-6,2.66109889796609e-6,3.754432321806792e-6
chunked/write/Cache-16384,1.7075326883569968e-4,1.700827389997055e-4,1.7165625615792914e-4,2.4795489553302374e-6,1.813102230546888e-6,3.3295915418146585e-6
chunked/write/Cache-1024,2.6103159049723873e-4,2.59853809497215e-4,2.62896849721677e-4,4.781462376336084e-6,3.3048217609020577e-6,7.176660398097714e-6
chunked/write/ArrayMapB,1.6559963361861404e-4,1.646745003059915e-4,1.6681418817388464e-4,3.4835041402059437e-6,2.420330234270365e-6,4.8676230276760445e-6
chunked/write/ArrayMapU,7.500059658565994e-5,7.479066324718301e-5,7.520941876671455e-5,7.175688362013965e-7,5.992058611986896e-7,8.587249289981271e-7
chunked/write/ChunkStoreB,8.79506945796788e-5,8.750711029509726e-5,8.851302726381328e-5,1.6532064607594748e-6,1.2454003765444741e-6,2.2894700164721793e-6
chunked/write/ChunkStoreU,7.889740463030731e-5,7.868625624153037e-5,7.914771331365351e-5,7.982329730056781e-7,6.358152871038966e-7,1.0176595223817359e-6
chunked/write/SparseStoreB,1.1196195532175726e-4,1.1135911351527368e-4,1.1263796157139835e-4,2.1571979211118484e-6,1.9455873866436763e-6,2.4430202051166856e-6
chunked/write/SparseStoreU,1.271913837520249e-4,1.267200190903692e-4,1.2772557047762185e-4,1.6548326453900762e-6,1.3409940642607149e-6,2.065543955054294e-6
chunked/read/Map,4.154091045983536e-4,4.1041159609069727e-4,4.2081587226140314e-4,1.7776437920999292e-5,1.4279030478503617e-5,2.4229292246096712e-5
chunked/read/Cache-16384,2.694086587020837e-4,2.67062401365397e-4,2.71644374864157e-4,8.219194298490807e-6,6.974587311536703e-6,9.774386685100789e-6
chunked/read/Cache-1024,4.291385657317406e-4,4.2657356333581135e-4,4.320355016041011e-4,9.110715942728026e-6,7.785977724726706e-6,1.1085477950832711e-5
chunked/read/ArrayMapB,1.2381708456925137e-4,1.228575526621867e-4,1.2464900789246468e-4,2.88879008142512e-6,2.3646487327899204e-6,3.5366974567581356e-6
chunked/read/ArrayMapU,2.5040826583202703e-5,2.490832013104781e-5,2.519358594219114e-5,4.61755348000566e-7,3.9394158263389094e-7,5.336834586858382e-7
chunked/read/ChunkStoreB,2.2510461716878857e-4,2.2429335098712776e-4,2.259454792954929e-4,2.9453667195403747e-6,2.3307066435582316e-6,3.7513008497262338e-6
chunked/read/ChunkStoreU,2.5530981981912264e-4,2.535939144809444e-4,2.574295580395813e-4,5.983477961290954e-6,4.719704163900707e-6,7.992898982348902e-6
chunked/read/SparseStoreB,1.335503424220906e-4,1.3304254598757234e-4,1.3419425596810134e-4,1.9607858857359893e-6,1.4061681290902879e-6,2.9212670193881497e-6
chunked/read/SparseStoreU,3.9258724952643946e-5,3.9163823703772024e-5,3.938144398102623e-5,3.567205965446823e-7,2.892530952922526e-7,4.6854011616337384e-7
random/write/Map,1.1259377150382966e-3,1.1185961641580428e-3,1.1374476349612214e-3,3.117386446982289e-5,2.3356665241428365e-5,3.974333703925714e-5
random/write/Cache-16384,5.934481746637217e-5,5.9186836070381e-5,5.953719524562736e-5,5.723744280865576e-7,4.4988566959023953e-7,7.344370750190049e-7
random/write/Cache-1024,1.0279482129440189e-3,1.0172620877008777e-3,1.0421320291745864e-3,4.2712656708781336e-5,3.513401466676379e-5,5.3661987584285814e-5
random/write/ArrayMapB,7.13862089932058e-5,7.119322527367624e-5,7.161413615849531e-5,6.964624133116598e-7,5.710513785761211e-7,8.570925655508233e-7
random/write/ArrayMapU,6.789210286205822e-5,6.77145333744832e-5,6.81527746875123e-5,7.512518375783397e-7,5.797079617397517e-7,1.0854454640443735e-6
random/write/ChunkStoreB,1.602683604870753e-4,1.5949507129171193e-4,1.613680003239396e-4,3.027626403782433e-6,2.4253291814269734e-6,4.0730186784737015e-6
random/write/ChunkStoreU,1.48709819032758e-4,1.4806729489659116e-4,1.4939544489706277e-4,2.215158463298175e-6,1.8891617661663082e-6,2.6334786034455303e-6
random/write/SparseStoreB,1.0292360243590394e-4,1.0265463245991872e-4,1.0323232672047524e-4,9.872643578532375e-7,8.213280526361859e-7,1.2281580493367546e-6
random/write/SparseStoreU,1.135137054801457e-4,1.1302313430812398e-4,1.140849424513991e-4,1.7499084595845858e-6,1.456884613083902e-6,2.231686340234861e-6
random/read/Map,6.863074739467142e-4,6.82016041915708e-4,6.931863846436043e-4,1.797945083618064e-5,1.3791837347131756e-5,2.2987045607841873e-5
random/read/Cache-16384,1.4003076149585815e-4,1.396258242394754e-4,1.403733758510542e-4,1.2650871172632792e-6,9.459633274974652e-7,1.6671862119700373e-6
random/read/Cache-1024,6.836390889387489e-4,6.787790369867143e-4,6.89430718205393e-4,1.8357994740370648e-5,1.5848929035578995e-5,2.2166015236807595e-5
random/read/ArrayMapB,1.2992600084653353e-4,1.293952730706282e-4,1.3052272501673604e-4,1.712716009021264e-6,1.3889837415507831e-6,2.1103003357779756e-6
random/read/ArrayMapU,2.892999511293326e-5,2.885730713142381e-5,2.903288524838156e-5,2.926702249877694e-7,2.2606968658193716e-7,4.015244735160284e-7
random/read/ChunkStoreB,2.3150796477187832e-4,2.3057330721515943e-4,2.325415124831226e-4,3.400665069504587e-6,2.869068762324439e-6,4.109416733424725e-6
random/read/ChunkStoreU,2.600549535853108e-4,2.591409070556309e-4,2.6116384919525694e-4,3.6274582184205784e-6,2.8820702135199335e-6,5.492694859914582e-6
random/read/SparseStoreB,1.369944834589558e-4,1.3617124262084665e-4,1.3793801045189311e-4,2.9419398688022926e-6,2.3363872706227017e-6,4.0070432025373075e-6
random/read/SparseStoreU,4.049237105831277e-5,4.037107467729462e-5,4.0785526389595856e-5,5.816438557463475e-7,3.343942905032606e-7,1.1091173931547336e-6
large/linear/write/ArrayMapB-32B,8.778248886758288e-5,8.754804207564132e-5,8.820399808282777e-5,1.0541512557895094e-6,6.614239543104524e-7,1.5976882437498158e-6
large/linear/write/ArrayMapU-32B,9.769427433178308e-5,9.745675065432576e-5,9.795420847026551e-5,8.565369473880777e-7,7.309053241781774e-7,1.008474994568387e-6
large/linear/write/SparseStoreB-32B,1.2316725004325773e-4,1.225247823081169e-4,1.241220228218121e-4,2.583393602698269e-6,1.942612970221889e-6,3.359441600641283e-6
large/linear/write/SparseStoreU-32B,1.4412304199992585e-4,1.4348244023371665e-4,1.449668574646221e-4,2.4336755926193484e-6,1.9840552544432357e-6,3.042032439700529e-6
large/linear/write/ArrayMapB-64B,1.0593456883086439e-4,1.0536519034590851e-4,1.0687004275028741e-4,2.297378362690405e-6,1.5929651226974185e-6,3.917028339331732e-6
large/linear/write/ArrayMapU-64B,1.2174707693749454e-4,1.2124692319253977e-4,1.223819454189429e-4,1.8650440848376986e-6,1.4106891494276598e-6,2.689143963044022e-6
large/linear/write/SparseStoreB-64B,1.4920314888938448e-4,1.4823756829742576e-4,1.504012403134527e-4,3.683488863382718e-6,2.8038103564110092e-6,5.916775877329216e-6
large/linear/write/SparseStoreU-64B,1.7213407610442206e-4,1.7117882427735657e-4,1.7306765650233383e-4,3.0309964262242247e-6,2.461785905826068e-6,3.898368016442495e-6
large/linear/read/ArrayMapB-32B,1.4373795061580453e-4,1.4265552855999576e-4,1.4476328096781426e-4,3.592631327736237e-6,3.0097933287634743e-6,4.355325830391708e-6
large/linear/read/ArrayMapU-32B,1.3881822631492407e-4,1.3796109006300897e-4,1.3966040289988894e-4,2.9839154983238533e-6,2.4253185833145995e-6,3.824979248074807e-6
large/linear/read/SparseStoreB-32B,1.50398535326529e-4,1.496290629024423e-4,1.5144039524386463e-4,2.872515902886607e-6,2.1890448587395885e-6,3.804178670213704e-6
large/linear/read/SparseStoreU-32B,1.4641284905051534e-4,1.45605348486479e-4,1.471472285297087e-4,2.5962014869281032e-6,2.1502280022331144e-6,3.2615181506677334e-6
large/linear/read/ArrayMapB-64B,1.420642923210664e-4,1.4155982879322543e-4,1.4272983643654096e-4,1.98530888195441e-6,1.5782695482930248e-6,2.851280897442488e-6
large/linear/read/ArrayMapU-64B,1.3921160333216586e-4,1.3835626425987046e-4,1.4090205297414703e-4,3.868843078936011e-6,2.586714479106992e-6,5.690568562740952e-6
large/linear/read/SparseStoreB-64B,1.4854074432264013e-4,1.4803941603461234e-4,1.493166730125029e-4,2.0776450294192762e-6,1.5374898569821188e-6,3.106719648795264e-6
large/linear/read/SparseStoreU-64B,1.4569914488015513e-4,1.4530915476967205e-4,1.460831027327794e-4,1.325392485339954e-6,1.0117078034869982e-6,1.8397240669220818e-6
large/chunked/write/ArrayMapB-32B,2.0268326735839993e-4,2.0184673623275157e-4,2.0381785846875953e-4,3.212908315059883e-6,2.4508957885656296e-6,4.296520124322498e-6
large/chunked/write/ArrayMapU-32B,1.7227978666244277e-4,1.718295825274504e-4,1.7284371382287827e-4,1.7228577533855419e-6,1.4452258040390837e-6,2.4434005233858083e-6
large/chunked/write/SparseStoreB-32B,1.2032218840634566e-4,1.1952081705750025e-4,1.2158851854154372e-4,3.32374851765608e-6,2.367108576204372e-6,4.443181646257424e-6
large/chunked/write/SparseStoreU-32B,1.531379710961655e-4,1.5269707235175296e-4,1.5365309864827454e-4,1.5549254587989254e-6,1.2775382695836549e-6,1.975469788901097e-6
large/chunked/write/ArrayMapB-64B,2.205182657679017e-4,2.199405445579764e-4,2.21346947400868e-4,2.5136700017665484e-6,1.8659139432496353e-6,3.853462597336137e-6
